['LUKLIN', 0.47, 4054.1, 1889.5, 0.89, 1.77, 20.06, 9.82, 9.43, 49.4]
['KEFBOO', 0.72, 3028.6, 2183.1, 0.8, 1.04, 11.99, 8.05, 6.37, 49.38]
['FUQJUX', 0.72, 2712.9, 1948.6, 0.76, 1.05, 12.7, 8.48, 6.38, 49.32]
['EMIHEO', 1.44, 1667.7, 2396.8, 0.78, 0.5, 9.11, 7.6, 3.3, 49.25]
['CAJQIP', 0.55, 3739.7, 2039.7, 0.83, 1.44, 13.28, 7.61, 8.15, 49.2]
['SETSIV', 0.7, 3021.7, 2121.9, 0.78, 1.05, 10.19, 8.59, 6.52, 49.19]
['VEGBUG', 0.58, 2987.9, 1722.8, 0.86, 1.43, 26.3, 9.07, 7.77, 49.18]
['EDUVOO', 0.37, 4857.1, 1813.7, 0.91, 2.31, 20.93, 10.63, 11.63, 49.17]
['PUZLUS', 0.46, 4968.1, 2292.9, 0.83, 1.73, 15.09, 8.4, 9.58, 49.17]
['NIZZEC', 1.21, 1330.1, 1606.3, 0.65, 0.56, 8.32, 7.63, 3.88, 49.15]
['CAVPUM', 0.41, 4698.1, 1914.3, 0.86, 2.02, 20.43, 7.78, 10.62, 49.13]
['UBULUA', 1.22, 1332.3, 1628.9, 0.63, 0.54, 8.26, 7.56, 3.85, 49.12]
['OLOGEC', 0.53, 3817.2, 2009.1, 0.84, 1.53, 13.04, 10.54, 8.42, 49.11]
['ZELQAK', 0.77, 3301.7, 2527.3, 0.78, 0.96, 8.24, 5.24, 5.95, 49.11]
['LEHXUT', 0.41, 4559.9, 1856.6, 0.88, 2.06, 24.96, 9.12, 10.61, 49.1]
['ZIMTAS', 0.58, 3396.7, 1968.4, 0.82, 1.34, 15.45, 6.03, 7.75, 49.08]
['FUBDEM', 1.19, 1376.1, 1639.3, 0.64, 0.57, 8.59, 7.9, 3.94, 49.07]
['CAVPIA', 0.42, 4654.1, 1936.8, 0.85, 1.97, 19.92, 7.75, 10.38, 49.06]
['CIFMEL', 0.76, 3335.7, 2538.9, 0.77, 0.98, 8.24, 5.76, 6.03, 49.06]
['SOMCON', 1.23, 1290.7, 1588.2, 0.63, 0.54, 8.11, 7.39, 3.82, 49.06]
['WOLREV', 0.62, 3685.0, 2302.1, 0.79, 1.18, 9.92, 5.89, 7.28, 49.06]
['NIZZIG', 1.2, 1382.3, 1655.5, 0.64, 0.56, 8.39, 7.69, 3.91, 49.04]
['ZILFOR', 0.63, 3718.1, 2346.2, 0.81, 1.2, 9.33, 7.97, 7.16, 49.03]
['IYOWID', 0.41, 4660.7, 1887.9, 0.86, 2.04, 20.52, 7.75, 10.59, 49.02]
['NIZZOM', 1.18, 1439.8, 1700.8, 0.65, 0.57, 8.53, 7.77, 3.97, 49.02]
['SOHMUY', 1.22, 1310.4, 1595.0, 0.63, 0.55, 8.21, 7.57, 3.84, 49.0]
['COCMAJ', 0.84, 2855.7, 2398.3, 0.75, 0.89, 8.89, 8.28, 5.48, 48.95]
['WOLRIZ', 0.93, 2095.6, 1945.9, 0.75, 0.77, 11.04, 6.52, 4.97, 48.95]
['VEGCAN', 0.75, 2303.3, 1726.2, 0.85, 1.1, 26.23, 8.97, 6.1, 48.92]
['NIZZAY', 1.21, 1349.1, 1634.1, 0.64, 0.55, 8.42, 7.79, 3.86, 48.89]
['ODODUI', 0.62, 3405.8, 2106.1, 0.8, 1.23, 11.0, 7.64, 7.25, 48.85]
['SACDOR', 1.24, 1261.5, 1563.3, 0.63, 0.53, 8.11, 7.64, 3.77, 48.81]
['NIGDIS', 0.62, 3342.2, 2081.1, 0.83, 1.23, 14.03, 7.36, 7.24, 48.79]
['CAVPEW', 0.4, 4739.4, 1908.5, 0.86, 2.04, 20.26, 7.78, 10.78, 48.77]
['SACDUX', 1.23, 1287.0, 1579.6, 0.63, 0.54, 8.21, 7.59, 3.79, 48.72]
['VEWKUF', 0.45, 4441.9, 2015.5, 0.82, 1.76, 12.54, 11.2, 9.7, 48.7]
['FAHPOV', 0.47, 4026.2, 1872.4, 0.84, 1.77, 15.83, 12.71, 9.32, 48.68]
['ECOLEP', 0.41, 4509.5, 1836.4, 0.89, 2.09, 11.64, 10.92, 10.55, 48.67]
['FUNCEX', 0.54, 3444.4, 1872.9, 0.81, 1.46, 13.22, 12.48, 8.21, 48.66]
['KARNAU', 0.46, 4036.8, 1856.0, 0.84, 1.74, 15.53, 10.48, 9.48, 48.64]
['CAJQEL', 0.71, 2654.1, 1872.9, 0.81, 1.06, 13.94, 8.23, 6.36, 48.63]
['ILITUT', 0.49, 4160.9, 2047.0, 0.82, 1.6, 12.63, 9.85, 8.95, 48.57]
['FUBDIQ', 1.25, 1252.2, 1561.4, 0.63, 0.53, 8.12, 7.23, 3.72, 48.56]
['COZMUA', 0.64, 3306.2, 2106.5, 0.77, 1.16, 10.13, 5.37, 7.0, 48.54]
['ZINDAD', 0.78, 2219.6, 1734.1, 0.79, 0.93, 16.39, 6.74, 5.81, 48.53]
['UCOJAZ', 1.25, 1245.3, 1552.8, 0.62, 0.53, 8.09, 7.35, 3.72, 48.49]
['GUVLAL', 1.21, 1320.9, 1599.6, 0.63, 0.55, 8.46, 7.97, 3.83, 48.47]
['LAKFIN', 1.2, 1340.7, 1610.5, 0.63, 0.56, 8.39, 7.72, 3.86, 48.45]
['PELRIJ', 0.52, 3330.2, 1722.0, 0.84, 1.54, 21.56, 10.38, 8.46, 48.44]
['CIWREG', 1.23, 1266.3, 1559.5, 0.62, 0.54, 8.13, 7.33, 3.77, 48.42]
['DITJOH', 0.45, 4073.3, 1827.9, 0.86, 1.84, 19.43, 8.59, 9.65, 48.41]
['KACZEV', 0.78, 3240.3, 2528.4, 0.81, 0.94, 9.81, 5.55, 5.8, 48.41]
['KEFBII', 0.76, 3043.0, 2302.0, 0.8, 0.97, 11.61, 5.69, 5.94, 48.4]
['QEBKUF', 0.68, 3312.3, 2268.8, 0.77, 1.05, 9.82, 5.95, 6.59, 48.36]
['CIWRUW', 1.23, 1259.0, 1554.4, 0.62, 0.54, 8.32, 7.8, 3.76, 48.35]
['VETMIS', 0.31, 5712.8, 1782.2, 0.9, 2.77, 17.24, 11.95, 13.37, 48.35]
['CEHLAD', 0.85, 2337.8, 1995.6, 0.76, 0.85, 10.21, 5.89, 5.35, 48.32]
['UVEVUN', 0.77, 2560.2, 1961.1, 0.77, 0.93, 13.09, 6.53, 5.86, 48.31]
['FEFDEB', 0.54, 3547.2, 1912.9, 0.79, 1.43, 13.11, 11.6, 8.16, 48.3]
['OFOCUI', 0.79, 2765.3, 2182.5, 0.78, 0.93, 11.39, 7.78, 5.72, 48.28]
['TONQOD', 0.73, 3032.2, 2219.2, 0.77, 0.97, 8.44, 5.41, 6.15, 48.27]
['DITJIB', 0.52, 3397.8, 1771.7, 0.87, 1.6, 20.36, 9.01, 8.44, 48.23]
['OWIZAW', 0.38, 4994.9, 1891.3, 0.86, 2.2, 14.24, 11.76, 11.17, 48.22]
['XALXUF01', 0.78, 2203.2, 1737.3, 0.78, 0.93, 16.3, 6.63, 5.78, 48.22]
['CIXCAO', 1.21, 1315.0, 1585.8, 0.63, 0.56, 8.41, 7.8, 3.81, 48.21]
['XAPDEY', 1.2, 1325.7, 1590.6, 0.63, 0.56, 8.44, 7.85, 3.84, 48.19]
['XAHPED', 0.37, 5130.6, 1921.1, 0.87, 2.26, 12.37, 10.87, 11.43, 48.14]
['FUTCAZ', 0.82, 2999.3, 2452.4, 0.71, 0.87, 6.79, 5.04, 5.51, 48.09]
['XALXUF', 0.79, 2224.0, 1742.2, 0.77, 0.92, 16.53, 6.7, 5.7, 48.09]
['CIWSAD', 1.22, 1275.3, 1558.1, 0.63, 0.55, 8.31, 7.63, 3.77, 48.08]
['OSIKIL', 1.22, 1302.4, 1582.8, 0.62, 0.55, 8.14, 7.63, 3.77, 48.08]
['REGRIG', 0.81, 2603.6, 2118.4, 0.75, 0.91, 9.22, 6.63, 5.57, 48.05]
['REGREC', 0.9, 2516.9, 2264.4, 0.75, 0.79, 7.79, 6.48, 5.03, 48.03]
['EFAYEQ', 0.45, 5127.5, 2282.9, 0.81, 1.81, 11.33, 8.21, 9.58, 48.02]
['NIGDEO', 0.63, 3161.8, 2003.1, 0.82, 1.2, 13.94, 7.42, 7.02, 48.01]
['CIWROQ', 1.21, 1320.4, 1598.2, 0.62, 0.55, 8.22, 7.67, 3.8, 47.99]
['HAFTOZ', 0.55, 3618.5, 2004.7, 0.81, 1.42, 15.37, 7.52, 7.97, 47.95]
['HOMXIR', 0.39, 4388.2, 1730.8, 0.88, 2.16, 23.7, 22.85, 10.87, 47.92]
['WEHJIE', 0.81, 2543.5, 2056.9, 0.77, 0.89, 11.04, 6.33, 5.55, 47.92]
['XAHPIH', 0.36, 4682.6, 1667.9, 0.89, 2.42, 14.32, 13.38, 11.65, 47.89]
['KAGCAY', 1.04, 1747.1, 1810.3, 0.66, 0.66, 10.07, 5.92, 4.38, 47.83]
['RIFDUG01', 0.87, 2181.7, 1892.7, 0.77, 0.84, 13.01, 6.83, 5.17, 47.8]
['MAFJIO', 0.77, 2858.1, 2214.2, 0.76, 0.93, 10.25, 5.2, 5.8, 47.79]
['XICNOO', 0.9, 1973.9, 1794.0, 0.75, 0.82, 19.5, 6.86, 5.02, 47.77]
['EMIGIR', 1.39, 1897.6, 2645.4, 0.79, 0.5, 7.59, 4.83, 3.3, 47.72]
['UCOJED', 1.23, 1279.8, 1571.2, 0.62, 0.54, 8.0, 7.49, 3.72, 47.71]
['VEHXEN', 1.36, 1586.5, 2156.8, 0.75, 0.54, 9.31, 7.04, 3.38, 47.66]
['XICNOO02', 0.9, 1985.8, 1793.8, 0.75, 0.82, 19.62, 6.71, 5.01, 47.64]
['ZELROZ', 0.36, 4946.8, 1790.4, 0.88, 2.4, 16.91, 11.07, 11.6, 47.64]
['XICNOO01', 0.91, 1987.2, 1793.6, 0.76, 0.82, 19.59, 6.72, 4.95, 47.63]
['NUTQEZ', 0.76, 2799.1, 2139.1, 0.79, 0.97, 11.7, 8.32, 5.85, 47.62]
['WIYMOG', 0.41, 6832.6, 2788.4, 0.81, 2.05, 12.05, 7.55, 10.33, 47.61]
['LUCDIW', 0.82, 2585.3, 2126.5, 0.74, 0.87, 8.52, 6.17, 5.45, 47.6]
['YURKAY', 0.86, 2619.6, 2247.8, 0.75, 0.83, 8.23, 7.53, 5.21, 47.6]
['DELGEI', 0.6, 3781.1, 2267.0, 0.75, 1.24, 11.24, 5.94, 7.3, 47.58]
['GAQYIH', 0.56, 3713.1, 2079.0, 0.84, 1.52, 20.26, 8.97, 7.8, 47.58]
['UFENAW', 0.75, 3703.8, 2796.4, 0.73, 0.98, 7.3, 5.37, 5.92, 47.54]
['OJICUG', 0.69, 3086.3, 2128.9, 0.73, 1.05, 8.61, 7.89, 6.4, 47.53]
['OWAVIS', 0.84, 2626.4, 2208.0, 0.74, 0.86, 9.58, 5.98, 5.32, 47.52]
['HABQUY', 0.29, 5749.5, 1664.2, 0.91, 3.04, 25.72, 12.09, 13.95, 47.51]
['BIBXUH', 0.74, 2522.8, 1866.4, 0.77, 0.97, 14.73, 5.13, 5.99, 47.47]
['BIBXOB', 0.41, 4923.9, 2016.6, 0.87, 2.04, 19.69, 7.99, 10.3, 47.46]
['TIVYAZ01', 0.78, 2605.7, 2028.6, 0.74, 0.93, 8.95, 6.92, 5.7, 47.45]
['GURPUF', 0.7, 3292.8, 2293.7, 0.74, 1.12, 9.47, 8.41, 6.32, 47.42]
['EMIFOW', 1.4, 1925.7, 2700.3, 0.8, 0.5, 7.57, 4.85, 3.26, 47.41]
['UBULIO', 0.44, 4094.0, 1791.9, 0.85, 1.9, 24.25, 22.89, 9.66, 47.4]
['WEHHIC', 0.81, 2233.5, 1815.5, 0.78, 0.88, 10.91, 6.79, 5.48, 47.35]
['XAFFUH', 0.33, 5152.2, 1695.9, 0.9, 2.63, 23.73, 19.64, 12.44, 47.35]
['MUWQEB', 0.72, 1731.6, 1251.9, 0.77, 1.02, 15.66, 9.58, 6.13, 47.33]
['LUCDAO', 0.86, 2498.3, 2138.6, 0.74, 0.83, 8.53, 6.06, 5.18, 47.31]
['XAMDUM02', 0.88, 2084.6, 1850.8, 0.77, 0.82, 13.16, 6.69, 5.07, 47.31]
['GUNFAW01', 0.66, 3470.9, 2301.2, 0.74, 1.19, 9.61, 7.34, 6.66, 47.29]
['LEJCEK', 0.33, 5776.1, 1929.4, 0.88, 2.58, 17.2, 11.68, 12.43, 47.29]
['XAMDUM03', 0.89, 2057.7, 1893.1, 0.77, 0.81, 12.94, 6.4, 5.01, 47.29]
['XAMDUM05', 0.9, 2132.1, 1883.2, 0.77, 0.8, 13.17, 6.65, 4.96, 47.29]
['WEHJAW', 0.81, 2313.8, 1882.2, 0.77, 0.88, 11.37, 6.87, 5.47, 47.26]
['QUQFOY', 0.95, 2389.3, 2266.7, 0.78, 0.75, 8.21, 5.81, 4.7, 47.24]
['XAMDUM01', 0.88, 2104.0, 1860.9, 0.76, 0.82, 13.18, 6.72, 5.06, 47.24]
['TAZLOX', 0.98, 2076.3, 2028.6, 0.76, 0.75, 11.11, 6.77, 4.57, 47.22]
['ZECKOJ', 0.67, 3195.9, 2146.2, 0.77, 1.14, 10.01, 7.76, 6.55, 47.22]
['OXALUV', 0.8, 2648.9, 2116.5, 0.78, 0.89, 9.16, 6.55, 5.53, 47.21]
['WAQFAX', 0.82, 2548.0, 2089.0, 0.77, 0.87, 9.31, 8.11, 5.41, 47.21]
['SONVEX', 0.88, 2185.9, 1923.4, 0.76, 0.82, 13.2, 6.62, 5.06, 47.2]
['ZECKID', 0.63, 3426.9, 2147.4, 0.78, 1.25, 10.34, 8.28, 6.93, 47.2]
['TAZLUD', 0.98, 2066.5, 2032.3, 0.76, 0.74, 11.12, 6.79, 4.57, 47.18]
['XAMDUM04', 0.92, 2091.5, 1872.7, 0.77, 0.78, 13.11, 6.62, 4.84, 47.16]
['EYACOX', 0.96, 2397.9, 2306.7, 0.74, 0.72, 8.14, 5.87, 4.65, 47.11]
['SONVIB', 0.88, 2185.5, 1925.5, 0.76, 0.82, 13.19, 6.64, 5.05, 47.11]
['XAMDUM07', 0.87, 2101.6, 1848.9, 0.76, 0.83, 13.21, 6.73, 5.1, 47.11]
['LUCDES', 0.87, 2463.3, 2135.0, 0.74, 0.82, 8.51, 6.05, 5.1, 47.1]
['XAMDUM', 0.88, 2088.8, 1843.6, 0.76, 0.82, 13.19, 6.72, 5.05, 47.1]
['KACZIZ', 0.8, 3098.7, 2492.9, 0.79, 0.9, 8.96, 5.39, 5.51, 47.09]
['LASYOU', 0.93, 2242.6, 2078.0, 0.77, 0.74, 10.05, 4.94, 4.78, 47.08]
['SONVAT', 0.88, 2144.8, 1890.6, 0.76, 0.82, 13.18, 6.57, 5.04, 47.08]
['FIQCEN', 0.88, 2148.7, 1888.9, 0.76, 0.82, 13.19, 6.66, 5.04, 47.07]
['KOJZEP', 0.51, 4618.6, 2375.1, 0.78, 1.54, 15.61, 13.72, 8.38, 47.07]
['REWLEM', 0.7, 2847.0, 2001.6, 0.78, 1.03, 12.47, 5.92, 6.25, 47.06]
['XICZAM', 1.26, 1413.8, 1783.9, 0.75, 0.59, 19.52, 6.65, 3.59, 47.03]
['WEHHUO', 0.81, 2383.3, 1927.5, 0.78, 0.89, 10.86, 6.69, 5.44, 47.02]
['TAZLIR', 0.97, 2118.7, 2060.2, 0.76, 0.75, 11.04, 6.77, 4.6, 47.01]
['XADDEN', 0.88, 2174.1, 1904.0, 0.76, 0.83, 13.24, 6.66, 5.04, 47.01]
['SOYWOT', 0.88, 2164.2, 1908.8, 0.76, 0.82, 13.17, 6.58, 5.03, 46.99]
['UTEWUM', 0.74, 1751.9, 1289.5, 0.81, 0.99, 14.99, 9.9, 5.92, 46.99]
['REGRAY', 0.93, 2251.2, 2084.2, 0.73, 0.77, 9.46, 5.55, 4.78, 46.98]
['XADDIR', 0.87, 2161.4, 1889.4, 0.76, 0.83, 13.25, 6.65, 5.09, 46.98]
['DAKVOC', 0.81, 2248.2, 1831.0, 0.77, 0.88, 10.83, 6.67, 5.44, 46.97]
['XAMDUM06', 0.88, 2141.2, 1873.0, 0.76, 0.82, 13.23, 6.74, 5.03, 46.97]
['FECXES', 0.83, 2184.5, 1819.8, 0.77, 0.86, 10.76, 6.59, 5.31, 46.95]
['GAGZEV', 0.28, 5777.0, 1612.6, 0.92, 3.17, 28.67, 11.54, 14.23, 46.95]
