['MOYYIJ', 0.73, 2844.0, 2077.8, 0.72, 0.98, 12.42, 9.38, 5.48, 2.64]
['FECYUJ', 0.93, 2003.9, 1855.4, 0.67, 0.73, 9.54, 5.4, 4.36, 1.44]
['LECFAC', 0.84, 2377.0, 1993.5, 0.73, 0.86, 9.82, 4.44, 4.8, 2.13]
['GACQAE', 0.87, 2101.3, 1837.3, 0.69, 0.78, 8.57, 8.26, 4.64, 1.58]
['WEMDOJ', 1.56, 1226.6, 1909.2, 0.53, 0.39, 4.95, 4.39, 2.65, 0.54]
['EDAPIK', 0.67, 2536.4, 1706.4, 0.65, 1.03, 7.1, 6.53, 5.93, 2.09]
['MOXNUJ', 0.75, 2336.5, 1743.3, 0.65, 0.94, 7.34, 7.14, 5.34, 1.94]
['MOXPIZ', 0.64, 2641.0, 1683.1, 0.66, 1.11, 10.81, 10.12, 6.2, 2.84]
['MAGBAZ', 0.96, 1835.8, 1761.6, 0.64, 0.7, 7.74, 4.26, 4.21, 1.04]
['ETEJIX01', 1.08, 1969.7, 2085.3, 0.65, 0.6, 6.82, 5.05, 3.76, 1.12]
['TETZEZ', 0.74, 2441.3, 1796.8, 0.69, 0.94, 10.62, 6.73, 5.4, 2.24]
['UJAQUS', 0.99, 1710.7, 1693.0, 0.66, 0.66, 7.16, 6.1, 4.09, 1]
['QOWQUO', 0.75, 2426.1, 1827.5, 0.72, 0.93, 16.36, 4.25, 5.32, 2.16]
['HAMJOW', 0.92, 1884.9, 1726.8, 0.68, 0.71, 5.98, 5.68, 4.37, 1.06]
['BUVYIB01', 0.7, 2835.14, 1984.39, 0.71, 1.01, 10.82, 8.63, 5.67, 2.14]
['KUJPAH', 0.81, 2266.3, 1831.8, 0.68, 0.86, 10.82, 6.66, 4.95, 2.13]
['IFEHUY', 1.04, 1459.4, 1513.4, 0.67, 0.63, 11.32, 10.13, 3.9, 1.56]
['RUTNOK', 0.24, 6199.7, 1493.0, 0.9, 3.73, 24.61, 14.65, 14.89, 12.05]
['COWMUX', 1.26, 1452.1, 1829.4, 0.63, 0.51, 6.71, 5.53, 3.24, 1.07]
['TASYUJ', 0.62, 2333.7, 1447.8, 0.72, 1.19, 12.09, 10.74, 6.35, 3.57]
['NAZZEV', 1.02, 1513.2, 1543.6, 0.69, 0.64, 9.69, 8.05, 3.97, 1.18]
['RAYFEE', 0.97, 1596.0, 1541.5, 0.67, 0.73, 13.88, 10.04, 4.17, 1.96]
['LUNBIF', 1.87, 1205.8, 2251.0, 0.65, 0.39, 8.37, 6.62, 2.21, 1.44]
['GERWEH', 1.11, 1191.8, 1328.0, 0.64, 0.56, 9.16, 6.64, 3.65, 1.17]
['IVETOT', 0.68, 2415.0, 1646.4, 0.68, 0.99, 10.1, 7.16, 5.83, 2.41]
['LECFEG', 0.88, 2294.3, 2025.1, 0.72, 0.81, 9.37, 4.37, 4.56, 2.01]
['GULVUF', 0.67, 2289.3, 1543.7, 0.73, 1.08, 16.1, 15.33, 5.91, 3.13]
['NEDWAW', 0.76, 2501.3, 1891.4, 0.67, 0.89, 8.22, 6.0, 5.24, 1.83]
